AS_OF_DATE,SKU,TTL_INV_DC,SRP,CHANGED_SRP,WEEKLY_SALES,TTL_INV_LOC,TTL_INT_LOC,DESCR,PARENT_MODEL,PHONE_MODEL,OEM
10/29/2022,4415R,803,90,90,15,2297,6,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
11/5/2022,4415R,644,90,90,24,2424,8,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
11/12/2022,4415R,454,90,90,17,2431,150,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
11/19/2022,4415R,382,90,45,9,2651,8,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
12/3/2022,4415R,372,45,45,17,2631,0,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
12/10/2022,4415R,345,45,45,24,2624,3,CAS SAM FLPLETHER SMZFLP4 PUR,SMZFLP4,SMZFLP4,SAM
10/8/2022,4405R,5332,40,40,159,3319,25,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
10/15/2022,4405R,5235,40,40,116,3276,29,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
10/22/2022,4405R,5181,40,40,112,3201,12,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
10/29/2022,4405R,5066,40,40,89,3205,9,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
11/5/2022,4405R,6645,40,40,80,3276,21,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
11/12/2022,4405R,6509,40,40,97,3212,162,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
11/19/2022,4405R,6411,40,20,79,3386,14,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
12/3/2022,4405R,6343,20,20,77,3284,13,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
12/10/2022,4405R,6268,20,20,93,3234,20,CAS SAM SILCNRING SMZFLP4 NVY,SMZFLP4,SMZFLP4,SAM
3/18/2023,4899R,80,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
3/25/2023,4899R,0,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
4/1/2023,4899R,0,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
4/8/2023,4899R,0,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
5/6/2023,4899R,0,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
5/13/2023,4899R,0,49.99,49.99,0,0,0,STY SAM SPEN S23 BLK,S23,S23,SAM
1/28/2023,4682R,-8,45,45,0,0,0,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
2/4/2023,4682R,0,45,45,1,0,0,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
2/11/2023,4682R,14968,45,45,2,7,8,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
2/18/2023,4682R,17957,45,45,3,22,0,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
2/25/2023,4682R,73094,45,45,4,37,36,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
3/4/2023,4682R,85093,45,45,4,86,17,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
3/11/2023,4682R,129991,45,45,22,100,36,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
3/18/2023,4682R,121481,45,45,1437,6743,536,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
3/25/2023,4682R,95321,45,45,4014,28780,301,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
4/1/2023,4682R,94930,45,45,2976,25446,16,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
4/8/2023,4682R,117506,45,45,2021,24772,11679,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
5/6/2023,4682R,146095,45,45,18922,54773,6583,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
5/13/2023,4682R,127896,45,45,20549,57658,5590,SCP ZAG ATTGLASAM I1413 P CLR,I1413 P,I1413 P,ZAG
1/28/2023,4740R,4400,30,30,0,0,0,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
2/4/2023,4740R,2173,30,30,8,1062,480,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
2/11/2023,4740R,1844,30,30,123,2002,89,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
2/18/2023,4740R,1259,30,30,478,1895,152,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
2/25/2023,4740R,484,30,30,590,1727,224,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
3/4/2023,4740R,64,30,30,464,1743,227,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
3/11/2023,4740R,72,30,30,361,2008,295,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
3/18/2023,4740R,-134,30,30,375,2309,52,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
3/25/2023,4740R,-5,30,30,286,2532,49,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
4/1/2023,4740R,366,30,30,274,2242,348,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
4/8/2023,4740R,1529,30,30,222,2761,208,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
5/6/2023,4740R,1695,30,30,312,3151,106,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
5/13/2023,4740R,1285,30,30,290,3183,119,CAS SAM SILICONE SMGS23U PUR,SMGS23U,SMGDM3,SAM
10/8/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
10/15/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
10/22/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
10/29/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
11/5/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
11/12/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
11/19/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
12/3/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
12/10/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
12/17/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
12/24/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK, ,SAT1S,VAR
12/31/2022,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
1/7/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
1/21/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
1/28/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
2/4/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
2/11/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
2/18/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
2/25/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
3/4/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
3/11/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
3/18/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
3/25/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
4/1/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
4/8/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
5/6/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
5/13/2023,4911P,0,0,0,0,0,0,APP VAR SEED AT1  SAT1S BLK,UNASSIGNED,SAT1S,VAR
10/8/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
10/15/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
10/22/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
10/29/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
11/5/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
11/12/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
11/19/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
12/3/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
12/10/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
12/17/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
12/24/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK, ,FT2 ENCLOSURE,VAR
12/31/2022,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
1/7/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
1/21/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
1/28/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
2/4/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
2/11/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
2/18/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
2/25/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
3/4/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
3/11/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
3/18/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
3/25/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
4/1/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
4/8/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
5/6/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
5/13/2023,4893P,0,35,35,0,0,0,APP VAR FT2 ENCLO FT2 ENCL BLK,UNASSIGNED,FT2 ENCLOSURE,VAR
10/29/2022,4497R,198,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
11/5/2022,4497R,198,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
11/12/2022,4497R,148,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
11/19/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
12/3/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
12/10/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
12/17/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
12/24/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
12/31/2022,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
1/7/2023,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
1/21/2023,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
1/28/2023,4497R,150,39.99,39.99,1,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
2/4/2023,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
2/11/2023,4497R,150,39.99,39.99,0,1,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
2/18/2023,4497R,150,39.99,39.99,0,1,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
2/25/2023,4497R,150,39.99,39.99,0,1,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
3/4/2023,4497R,150,39.99,39.99,0,1,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
3/11/2023,4497R,150,39.99,39.99,1,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
3/18/2023,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
3/25/2023,4497R,150,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
4/1/2023,4497R,125,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
4/8/2023,4497R,125,39.99,39.99,2,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
5/6/2023,4497R,125,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
5/13/2023,4497R,125,39.99,39.99,0,0,0,DAT KNG TRVLRFLSH 256GB BLK,KNG,256GB,KNG
10/8/2022,4607Q,1716,59.99,59.99,233,8588,122,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
10/15/2022,4607Q,1633,59.99,59.99,223,8495,27,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
10/22/2022,4607Q,1720,59.99,59.99,181,8348,31,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
10/29/2022,4607Q,1642,59.99,59.99,201,8211,46,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
11/5/2022,4607Q,2071,59.99,59.99,145,8323,45,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
11/12/2022,4607Q,2401,59.99,59.99,168,8187,42,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
11/19/2022,4607Q,1288,59.99,59.99,157,8321,951,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
12/3/2022,4607Q,1220,59.99,59.99,189,9108,100,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
12/10/2022,4607Q,937,59.99,59.99,215,9134,91,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
12/17/2022,4607Q,742,59.99,59.99,208,9115,89,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
12/24/2022,4607Q,506,59.99,59.99,399,8930,87,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
12/31/2022,4607Q,139,59.99,59.99,284,8912,64,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
1/7/2023,4607Q,-111,59.99,59.99,153,8691,24,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
1/21/2023,4607Q,175,59.99,59.99,223,8393,207,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
1/28/2023,4607Q,604,59.99,59.99,193,8646,245,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
2/4/2023,4607Q,801,59.99,59.99,199,8675,118,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
2/11/2023,4607Q,911,59.99,59.99,221,8743,126,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
2/18/2023,4607Q,699,59.99,59.99,233,8757,54,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
2/25/2023,4607Q,435,59.99,59.99,241,8665,73,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
3/4/2023,4607Q,512,59.99,59.99,277,8532,105,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
3/11/2023,4607Q,198,59.99,59.99,263,8547,71,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
3/18/2023,4607Q,-98,59.99,59.99,261,8419,55,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
3/25/2023,4607Q,0,59.99,59.99,232,8226,14,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
4/1/2023,4607Q,0,59.99,59.99,278,7915,1,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
4/8/2023,4607Q,644,59.99,59.99,218,7678,429,BKP MYC MAGSAFEPB 6KMAH PNK,MYC,6KMAH,MYC
10/29/2022,4670R,0,45,45,0,0,0,CAS CSM CQSUNKDRM IPH14PL MUL,IPH14PL,IPH14PL,CSM
11/5/2022,4670R,-5956,45,45,0,0,0,CAS CSM CQSUNKDRM IPH14PL MUL,IPH14PL,IPH14PL,CSM
11/12/2022,4670R,-6038,45,45,0,0,0,CAS CSM CQSUNKDRM IPH14PL MUL,IPH14PL,IPH14PL,CSM
10/8/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
10/15/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
10/22/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
10/29/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
11/5/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
11/12/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
11/19/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
12/3/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
12/10/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
12/17/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
12/24/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
12/31/2022,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
1/7/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
1/21/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
1/28/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
2/4/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
2/11/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
2/18/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
2/25/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
3/4/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
3/11/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
3/18/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
3/25/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
4/1/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
4/8/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
5/6/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
5/13/2023,4587H,0,5,5,0,0,0,MIS NTR VRT STND GWAY 7550,7550STND-2A1NAS,7550,NTR
1/7/2023,4707R,14190,40,40,0,0,0,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
1/21/2023,4707R,4499,40,40,690,8449,87,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
1/28/2023,4707R,3832,40,40,719,8083,202,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
2/4/2023,4707R,3254,40,40,783,7734,173,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
2/11/2023,4707R,2253,40,40,806,7707,197,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
2/18/2023,4707R,4846,40,40,808,7865,288,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
2/25/2023,4707R,3913,40,40,921,7749,203,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
3/4/2023,4707R,2814,40,40,946,7554,277,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
3/11/2023,4707R,1694,40,40,828,7602,235,SCP BGL DURAGLASS SMA145G CLR,SMA145G,SMA145G,BGL
10/8/2022,4421R,-24,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
10/15/2022,4421R,-24,99.99,99.99,0,1,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
10/22/2022,4421R,-66,99.99,99.99,0,1,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
10/29/2022,4421R,-17,99.99,99.99,0,2,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
11/5/2022,4421R,-23,99.99,99.99,0,1,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
11/12/2022,4421R,-17,99.99,99.99,0,1,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
11/19/2022,4421R,49,99.99,99.99,0,1,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
12/3/2022,4421R,139,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
12/10/2022,4421R,139,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
12/17/2022,4421R,133,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
12/24/2022,4421R,109,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
12/31/2022,4421R,55,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
1/7/2023,4421R,49,99.99,99.99,0,0,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
1/21/2023,4421R,95,99.99,99.99,0,2,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
1/28/2023,4421R,91,99.99,99.99,0,2,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
2/4/2023,4421R,91,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
2/11/2023,4421R,97,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
2/18/2023,4421R,103,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
2/25/2023,4421R,103,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
3/4/2023,4421R,103,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
3/11/2023,4421R,103,99.99,99.99,2,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
3/18/2023,4421R,103,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
3/25/2023,4421R,103,99.99,99.99,0,3,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
4/1/2023,4421R,103,99.99,99.99,0,2,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
4/8/2023,4421R,103,99.99,99.99,0,2,0,CHR OBX MGSFSTAND CHRGNG BLK,OBX,CHRGNG,OBX
